1.208527595736086369e-03,-5.770599818788468838e-05,-1.864845611265764092e-09,8.408093126490712166e-04,2.463359851390123367e-05,2.053424319470309456e-09,1.545793294906616211e+00,1.014366226196289062e+02,9.999954104423522949e-01,9.650724530220031738e-01,5.148280613422393515e+01,-2.391074371337890625e+01,3.517506361007690430e+00,-1.748560607666149735e-04,9.355258789062500000e+02,7.793788146972656250e+01,8.098391816020011902e-03,1.274899482727050781e+00,2.444236297607421875e+02,9.999969005584716797e-01,7.972015142440795898e-01,5.394557657241821147e+01
1.849383814260363579e-03,-2.821040106937289238e-05,5.723111429212224266e-10,9.748218581080436707e-04,1.677914951869752258e-05,1.116973402659482417e-09,1.581741690635681152e+00,9.046966552734375000e+01,9.999951720237731934e-01,9.722166657447814941e-01,5.165884052912394253e+01,-2.455194282531738281e+01,3.867461919784545898e+00,7.761374035908374935e-06,3.943900756835937500e+02,6.075035858154296875e+01,5.786798894405364990e-03,1.315981745719909668e+00,1.248835525512695312e+02,9.999966621398925781e-01,9.470593929290771484e-01,5.388366833130518785e+01
4.430215340107679367e-04,-1.381385300192050636e-05,-1.216843625861940836e-09,2.606219786684960127e-04,1.956977030204143375e-05,1.566084262272227079e-09,2.834388732910156250e+00,7.436956024169921875e+01,9.999845623970031738e-01,9.812254905700683594e-01,3.719242165486017626e+01,8.553052902221679688e+00,-2.149064302444458008e+00,-3.313302004244178534e-04,1.876672363281250000e+02,1.228721523284912109e+01,1.572150504216551781e-03,3.063834428787231445e+00,8.461016082763671875e+01,9.999819993972778320e-01,9.756990671157836914e-01,4.068351661761601434e+01
3.563819045666605234e-04,1.153600260295206681e-05,8.315232391531424128e-10,5.731826531700789928e-04,2.433030567772220820e-05,1.316684983265759001e-09,1.550239205360412598e+00,9.707958984375000000e+01,9.999954104423522949e-01,9.680085182189941406e-01,5.451180968284607076e+01,-4.040885925292968750e+01,4.287295341491699219e+00,-2.467519370838999748e-04,4.811463623046875000e+02,9.287527465820312500e+01,1.053695939481258392e-02,1.529096484184265137e+00,1.361731719970703125e+02,9.999955296516418457e-01,9.370549917221069336e-01,6.095402777194976807e+01
6.527528748847544193e-04,-3.893309985869564116e-05,1.340952460182620598e-09,6.407267064787447453e-04,2.595635305624455214e-05,1.358013257402035379e-09,1.572508811950683594e+00,7.541152191162109375e+01,9.999952316284179688e-01,9.806957244873046875e-01,5.304908760388692457e+01,-2.751065635681152344e+01,2.139674663543701172e+00,-1.166793590527959168e-04,5.700756835937500000e+02,8.214537811279296875e+01,6.305124145001173019e-03,1.292650938034057617e+00,1.990230407714843750e+02,9.999967813491821289e-01,8.655424714088439941e-01,5.134382208983103624e+01
9.712522150948643684e-04,-1.661384158069267869e-05,2.414400235295488528e-09,5.457406514324247837e-04,1.977567262656521052e-05,1.423371531750206032e-09,1.585399985313415527e+00,9.513477325439453125e+01,9.999951720237731934e-01,9.692774415016174316e-01,5.339704117377598891e+01,-8.404667854309082031e+00,1.983113646507263184e+00,1.025368110276758671e-04,4.229102783203125000e+02,4.689528656005859375e+01,4.137845244258642197e-03,1.356076002120971680e+00,1.420939178466796875e+02,9.999964833259582520e-01,9.314623475074768066e-01,4.268647135098775180e+01
6.600231863558292389e-04,1.498740948591148481e-05,-3.200504583578123174e-10,7.414979627355933189e-04,2.729648622334934771e-05,1.958150974701311497e-09,1.568863034248352051e+00,9.156890869140625000e+01,9.999952912330627441e-01,9.715374112129211426e-01,5.313069203297297349e+01,-4.109526824951171875e+01,2.890888214111328125e+00,5.495978984981775284e-05,8.707765502929687500e+02,6.426441955566406250e+01,5.756455007940530777e-03,1.300575494766235352e+00,3.180016784667968750e+02,9.999967813491821289e-01,6.567289233207702637e-01,5.350439329942067701e+01
7.660003611817955971e-04,-2.362144005019217730e-05,3.871185150217115734e-09,7.469560950994491577e-04,2.021513682848308235e-05,1.945783312251592179e-09,1.526823759078979492e+00,1.570174255371093750e+02,9.999955296516418457e-01,9.163098931312561035e-01,5.119283882379532002e+01,-1.859760093688964844e+01,3.198780536651611328e+00,-1.399349275743588805e-04,8.570763549804687500e+02,5.829549789428710938e+01,1.034844573587179184e-02,1.366141080856323242e+00,2.798978881835937500e+02,9.999964237213134766e-01,7.340636253356933594e-01,5.529963191747665263e+01
6.286249263212084770e-04,-1.048558988259173930e-05,-6.820358722237074289e-10,5.000155651941895485e-04,1.800710742827504873e-05,1.733516552526737087e-09,1.535015583038330078e+00,8.119404602050781250e+01,9.999954700469970703e-01,9.776217341423034668e-01,5.339463010231654039e+01,-5.743662643432617188e+01,1.375535726547241211e+00,-1.517314958618953824e-04,4.501085815429687500e+02,5.061219024658203125e+01,4.695278592407703400e-03,1.494611501693725586e+00,1.369364929199218750e+02,9.999957084655761719e-01,9.363473057746887207e-01,4.383408415714900030e+01
1.251504436368122697e-04,-6.478643626905977726e-05,4.915689633122610758e-09,5.267351516522467136e-04,3.332371488795615733e-05,2.079357575013318638e-09,1.554727792739868164e+00,1.178507843017578125e+02,9.999953508377075195e-01,9.528541564941406250e-01,5.331416635513305380e+01,-3.557239532470703125e+01,3.851822376251220703e+00,-9.135151776717975736e-05,1.144910644531250000e+03,7.291777038574218750e+01,4.690331872552633286e-03,1.362285614013671875e+00,3.001786804199218750e+02,9.999964237213134766e-01,6.941292285919189453e-01,5.021107441981633457e+01
