9.082547621801495552e-04,-2.633465737744700164e-05,8.663713635392866763e-10,6.110047106631100178e-04,1.999325286305975169e-05,1.371036617570098315e-09,1.534387230873107910e+00,8.051815795898437500e+01,9.999954700469970703e-01,9.779927134513854980e-01,4.971919061342875068e+01,-3.202037048339843750e+01,4.006006717681884766e+00,-2.109376073349267244e-04,4.113831787109375000e+02,5.433002471923828125e+01,9.913744404911994934e-03,1.433160185813903809e+00,1.383073577880859375e+02,9.999960660934448242e-01,9.350664615631103516e-01,4.767167299588520990e+01
4.191308107692748308e-04,1.162427633971674368e-05,2.469397464288647370e-10,3.861213626805692911e-04,1.538615470053628087e-05,1.249691683469222880e-09,1.553574919700622559e+00,8.234175872802734375e+01,9.999953508377075195e-01,9.769846200942993164e-01,5.222994482914607062e+01,6.871996879577636719e+00,2.604370594024658203e+00,-3.680242807604372501e-04,4.361914672851562500e+02,7.028939819335937500e+01,1.613596081733703613e-02,1.710553526878356934e+00,1.483927459716796875e+02,9.999943971633911133e-01,9.252513051033020020e-01,5.120037484169006348e+01
1.089736120775341988e-03,-1.611161314940545708e-05,1.687794348725901727e-10,8.970483904704451561e-04,2.132098416041117162e-05,1.034634267149669995e-09,1.583331346511840820e+00,3.315552368164062500e+02,9.999951720237731934e-01,6.268442869186401367e-01,5.210919868548710809e+01,-5.599245071411132812e+00,4.674597740173339844e+00,-1.206565648317337036e-04,1.149990478515625000e+03,9.072745513916015625e+01,7.343184668570756912e-03,2.563827276229858398e+00,3.688989562988281250e+02,9.999873638153076172e-01,5.380518436431884766e-01,5.333117394049962456e+01
9.467081981711089611e-04,-2.865934402507264167e-05,1.340054733844908696e-09,6.678372155874967575e-04,2.435436726955231279e-05,1.250037739985998542e-09,1.582585811614990234e+00,7.754852294921875000e+01,9.999951720237731934e-01,9.795861244201660156e-01,5.449571149349212362e+01,-6.626147460937500000e+01,2.930998086929321289e+00,-2.124767779605463147e-04,4.665469360351562500e+02,6.846888732910156250e+01,1.014515850692987442e-02,1.764173507690429688e+00,2.075347900390625000e+02,9.999940395355224609e-01,8.537956476211547852e-01,5.014862390359242994e+01
7.122101960703730583e-04,-2.437144576106220484e-05,2.303599533348688055e-09,6.313992198556661606e-04,1.642765164433512837e-05,1.527902693254645783e-09,1.555504083633422852e+00,6.932287597656250000e+01,9.999953508377075195e-01,9.836871027946472168e-01,5.019491641521453573e+01,-1.647995376586914062e+01,1.910608291625976562e+00,-1.781500614015385509e-04,3.797472229003906250e+02,1.009850463867187500e+02,8.405792526900768280e-03,1.270804762840270996e+00,1.585429840087890625e+02,9.999969005584716797e-01,9.146757721900939941e-01,5.308377463022868170e+01
6.849522469565272331e-04,-2.233111808891408145e-05,3.413740845559232184e-09,5.489197210408747196e-04,1.621199589862953871e-05,1.311607600307240773e-09,1.635040998458862305e+00,7.564475250244140625e+01,9.999948740005493164e-01,9.805760979652404785e-01,5.425168648560841689e+01,-4.566954803466796875e+01,3.603414773941040039e+00,4.390773756313137710e-05,1.283815063476562500e+03,6.018189620971679688e+01,7.261201273649930954e-03,1.346591591835021973e+00,4.008653564453125000e+02,9.999965429306030273e-01,4.545242786407470703e-01,5.316638901233672954e+01
5.167011986486613750e-04,-2.356594814045820385e-05,1.378674618912612004e-09,4.362262552604079247e-04,1.958454959094524384e-05,9.483803742327268083e-10,1.587910771369934082e+00,1.144665451049804688e+02,9.999951720237731934e-01,9.555230140686035156e-01,5.500923238197962206e+01,-1.049905776977539062e+02,6.966453075408935547e+00,-2.634104166645556688e-04,1.450743164062500000e+03,2.167936401367187500e+02,1.073991134762763977e-02,2.173303604125976562e+00,3.348064880371093750e+02,9.999909400939941406e-01,6.194899678230285645e-01,5.580476311842600268e+01
8.396701887249946594e-04,-4.651963536161929369e-06,-1.583480346845078657e-09,5.480076652020215988e-04,2.075784868793562055e-05,1.460382037521412713e-09,1.559190273284912109e+00,7.152186584472656250e+01,9.999953508377075195e-01,9.826357364654541016e-01,6.089897422393163140e+01,-4.608182907104492188e+01,2.666134357452392578e+00,-1.312968815909698606e-04,7.126052246093750000e+02,8.491186523437500000e+01,7.443123962730169296e-03,1.303387284278869629e+00,2.230049285888671875e+02,9.999967217445373535e-01,8.311864137649536133e-01,5.046135158936182563e+01
7.101024966686964035e-04,1.645112024561967701e-05,-3.937445369750491864e-10,4.570443707052618265e-04,2.531787504267413169e-05,1.383158587664468087e-09,1.533225417137145996e+00,1.456057891845703125e+02,9.999954700469970703e-01,9.280326366424560547e-01,4.984978594382604200e+01,-3.579795455932617188e+01,3.454410552978515625e+00,-1.764227199601009488e-04,7.985440063476562500e+02,6.769329071044921875e+01,1.199708692729473114e-02,1.264847040176391602e+00,2.315033416748046875e+02,9.999969005584716797e-01,8.180747628211975098e-01,5.251798343658447266e+01
4.221773124299943447e-04,-1.984083610295783728e-05,1.368748336894043405e-09,5.024526035413146019e-04,1.714981226541567594e-05,1.157021700670668451e-09,1.559325456619262695e+00,5.851963043212890625e+01,9.999953508377075195e-01,9.883753061294555664e-01,5.670274503231048868e+01,-3.897988200187683105e-01,3.688629865646362305e+00,-2.553242666181176901e-04,1.452700317382812500e+03,7.335111236572265625e+01,1.390608493238687515e-02,1.693528056144714355e+00,3.727997436523437500e+02,9.999945163726806641e-01,5.282307863235473633e-01,4.908285965124765937e+01
