2.084790039062500000e+01,0.000000000000000000e+00,-2.756714820861816406e-07,2.740730468750000000e+04,2.009639038085937500e+03,1.589062809944152832e-01,7.606694707646965981e-04,0.000000000000000000e+00,1.734805437081377022e-06,3.906250000000000000e-03,-1.525878906250000000e-04,1.862645149230957031e-08,3.164737500000000000e+04,2.596581542968750000e+03,8.655910193920135498e-02,1.234304534136754228e-07,5.876491471212830220e-08,2.151876685729803285e-07,-1.864378906250000000e+04,1.771596191406250000e+03,-9.002025425434112549e-02,3.731937500000000000e+04,3.415671875000000000e+03,2.465893179178237915e-01,4.995739758014678955e-01,5.186669826507568359e-01,3.650614619255065918e-01
7.278320312500000000e+00,6.103515625000000000e-05,-7.823109626770019531e-08,2.471339843750000000e+04,1.787619384765625000e+03,1.319380700588226318e-01,2.945090818684548140e-04,3.414326243955656537e-08,5.929380222369218245e-07,4.150390625000000000e-03,-1.831054687500000000e-04,1.117587089538574219e-08,2.606794335937500000e+04,2.506523193359375000e+03,7.916001975536346436e-02,1.592143519246747019e-07,7.305157367909487220e-08,1.411807488693739288e-07,-9.223816406250000000e+03,1.217442260742187500e+03,-5.259347707033157349e-02,2.643227148437500000e+04,2.625094482421875000e+03,1.447999030351638794e-01,3.489603996276855469e-01,4.637708365917205811e-01,3.632148504257202148e-01
-2.145471191406250000e+01,1.525878906250000000e-05,3.613531589508056641e-07,1.695627343750000000e+04,1.226129638671875000e+03,5.956364050507545471e-02,1.265296363271772861e-03,1.244467817684835609e-08,6.066673449822701514e-06,2.197265625000000000e-03,-3.051757812500000000e-05,1.117587089538574219e-08,2.126494531250000000e+04,2.059322265625000000e+03,6.477865576744079590e-02,1.033280625506449724e-07,1.481923384005767730e-08,1.725239684446933097e-07,-1.968167724609375000e+03,4.490481262207031250e+02,-5.175787955522537231e-02,2.091593164062500000e+04,2.462980224609375000e+03,1.157286614179611206e-01,9.409897774457931519e-02,1.823190152645111084e-01,4.472347497940063477e-01
5.426086425781250000e+00,1.525878906250000000e-05,-4.936009645462036133e-07,1.066272851562500000e+04,9.687980957031250000e+02,1.824942789971828461e-02,5.088835023343563080e-04,1.575022601230102737e-08,2.704747566895093769e-05,1.953125000000000000e-03,-1.525878906250000000e-05,1.117587089538574219e-08,1.682664648437500000e+04,1.550531738281250000e+03,4.227096959948539734e-02,1.160733376082134782e-07,9.841004455779511773e-09,2.643864434048737166e-07,1.376219726562500000e+03,-5.969210815429687500e+02,-1.567479223012924194e-02,2.053471484375000000e+04,2.965160888671875000e+03,8.195247501134872437e-02,6.701917946338653564e-02,2.013115286827087402e-01,1.912668496370315552e-01
2.496319580078125000e+01,-7.629394531250000000e-06,-4.866160452365875244e-07,9.593203125000000000e+03,8.651591186523437500e+02,1.531728729605674744e-02,2.602175343781709671e-03,8.818487273742903199e-09,3.176907557644881308e-05,1.129150390625000000e-03,-9.155273437500000000e-05,7.450580596923828125e-09,1.306378808593750000e+04,1.155114746093750000e+03,2.511268854141235352e-02,8.643360871474214946e-08,7.925856237989137298e-08,2.966858971831243252e-07,3.497708251953125000e+03,9.141940307617187500e+01,5.285387858748435974e-03,1.375714843750000000e+04,1.650820068359375000e+03,7.490204274654388428e-02,2.542465925216674805e-01,5.537817627191543579e-02,7.056400179862976074e-02
-2.908325195312500000e+01,0.000000000000000000e+00,4.558824002742767334e-07,9.030139648437500000e+03,7.954010620117187500e+02,1.539311930537223816e-02,3.220686921849846840e-03,0.000000000000000000e+00,2.961598511319607496e-05,4.882812500000000000e-04,-9.155273437500000000e-05,6.519258022308349609e-09,1.017144335937500000e+04,8.349414062500000000e+02,1.681602373719215393e-02,4.800510922109424428e-08,1.096516868415164936e-07,3.876812968428566819e-07,5.885758056640625000e+02,3.957266845703125000e+02,3.636251389980316162e-02,1.267070117187500000e+04,1.234490966796875000e+03,7.508298754692077637e-02,4.645171388983726501e-02,3.205585777759552002e-01,4.842976331710815430e-01
5.711791992187500000e+00,7.629394531250000000e-06,3.753229975700378418e-07,8.720932617187500000e+03,7.473682861328125000e+02,1.598118245601654053e-02,6.549519603140652180e-04,1.020834705656170627e-08,2.348530870222020894e-05,2.441406250000000000e-04,-6.103515625000000000e-05,8.847564458847045898e-09,8.023036621093750000e+03,6.575423583984375000e+02,1.368079893290996552e-02,3.042995189161956660e-08,9.282315716063749278e-08,6.467139996857440565e-07,-1.545103027343750000e+03,5.149174804687500000e+02,4.326331987977027893e-02,1.308528222656250000e+04,1.154439575195312500e+03,7.785446196794509888e-02,1.180794611573219299e-01,4.460324347019195557e-01,5.556948184967041016e-01
6.080444335937500000e+00,-7.629394531250000000e-06,-2.635642886161804199e-07,8.488861328125000000e+03,7.149320068359375000e+02,1.686923205852508545e-02,7.162850233726203442e-04,1.067149657529853357e-08,1.562396573717705905e-05,1.220703125000000000e-04,-1.373291015625000000e-04,4.423782229423522949e-09,7.962007812500000000e+03,6.697214965820312500e+02,1.786406710743904114e-02,1.533159910138692794e-08,2.050540501841169316e-07,2.476357678915519500e-07,-2.949329833984375000e+03,5.483986206054687500e+02,3.934026882052421570e-02,1.349675878906250000e+04,1.136290649414062500e+03,7.686244696378707886e-02,2.185213416814804077e-01,4.826217889785766602e-01,5.118269324302673340e-01
9.270263671875000000e+00,-7.629394531250000000e-06,-1.369044184684753418e-07,8.336737304687500000e+03,6.933045654296875000e+02,1.794226840138435364e-02,1.111977384425699711e-03,1.100439117607265871e-08,7.630274012626614422e-06,2.441406250000000000e-04,-9.918212890625000000e-05,7.450580596923828125e-09,7.629008300781250000e+03,6.512668457031250000e+02,1.673360913991928101e-02,3.200161913241572620e-08,1.522910793028131593e-07,4.452464850146498065e-07,-3.708906250000000000e+03,5.053709716796875000e+02,3.038200549781322479e-02,1.368840527343750000e+04,1.058273437500000000e+03,6.783180683851242065e-02,2.709524035453796387e-01,4.775429069995880127e-01,4.479020535945892334e-01
1.056420898437500000e+01,7.629394531250000000e-06,-3.352761268615722656e-07,8.234592773437500000e+03,6.789498291015625000e+02,1.911561004817485809e-02,1.282906043343245983e-03,1.123705217764836561e-08,1.753938886395189911e-05,2.441406250000000000e-04,-2.288818359375000000e-05,4.656612873077392578e-09,7.638057128906250000e+03,6.345819091796875000e+02,1.564500108361244202e-02,3.196370812474924605e-08,3.606812981615803437e-08,2.976422308620385593e-07,-8.597529296875000000e+02,3.107202148437500000e+02,1.210068818181753159e-02,1.054508984375000000e+04,7.384954833984375000e+02,2.496177330613136292e-02,8.153111487627029419e-02,4.207476079463958740e-01,4.847687780857086182e-01
