Time,dS_S,dX_S,dX_BH,dX_BA,dX_P,dS_O,dS_NO,dS_NH,dS_ND,dX_ND,dS_ALK,dS_N2
day,mg COD/l/d,mg COD/l/d,mg COD/l/d,mg COD/l/d,mg COD/l/d,mg O2/l/d,mg N/l/d,mg N/l/d,mg N/l/d,mg N/l/d,eq ALK/l/d,mg N/l/d
0.092843,-14.054082,-1692.899427,523.956429,12.00008,133.923827,88.094727,94.142967,-117.72788,0.425186,-80.418371,-0.015134,49.450408
0.093093,-12.97583,-1686.434258,518.871576,11.527022,133.930335,91.119098,93.079667,-115.255637,0.378562,-80.397165,-0.014881,48.544473
0.093343,-11.858729,-1679.905596,513.718447,11.042505,133.936777,94.204513,91.967356,-112.731317,0.328911,-80.370329,-0.014621,47.639731
0.093594,-10.702211,-1673.308574,508.493405,10.546926,133.943154,97.344567,90.806835,-110.156457,0.276038,-80.337502,-0.014355,46.737027
0.093844,-9.505892,-1666.638256,503.192889,10.040762,133.949463,100.531854,89.599217,-107.532954,0.219751,-80.298313,-0.014081,45.837237
0.094094,-8.269621,-1659.889668,497.813471,9.524573,133.955705,103.757935,88.345935,-104.863089,0.159862,-80.252386,-0.013801,44.941263
0.094344,-6.993529,-1653.057837,492.351911,8.999008,133.961878,107.013321,87.048762,-102.149534,0.096192,-80.199343,-0.013514,44.050032
0.094595,-5.678089,-1646.137825,486.805221,8.464803,133.967982,110.287468,85.709816,-99.395368,0.028569,-80.138806,-0.013222,43.164488
0.094845,-4.324179,-1639.124772,481.170739,7.92278,133.974014,113.568794,84.33157,-96.604075,-0.043167,-80.070399,-0.012924,42.285588
0.095095,-2.933156,-1632.013935,475.446202,7.37385,133.979974,116.844708,82.916847,-93.779554,-0.119162,-79.99375,-0.012621,41.414296
0.095345,-1.506928,-1624.800733,469.629823,6.819004,133.98586,120.101665,81.468819,-90.926105,-0.199546,-79.908497,-0.012314,40.551578
0.095596,-0.048036,-1617.480788,463.720378,6.259316,133.991673,123.32524,79.990992,-88.048418,-0.284432,-79.81429,-0.012003,39.698393
0.095846,1.440264,-1610.049964,457.717282,5.695931,133.997409,126.500227,78.487191,-85.151558,-0.373914,-79.71079,-0.011688,38.85569
0.096096,2.95392,-1602.504414,451.620678,5.130059,134.003069,129.610755,76.96153,-82.240936,-0.468063,-79.597677,-0.011372,38.024399
0.096346,4.488004,-1594.840614,445.431512,4.562969,134.008651,132.640433,75.418386,-79.322276,-0.566926,-79.474653,-0.011053,37.205424
0.096597,6.036637,-1587.0554,439.151609,3.995974,134.014154,135.572514,73.862361,-76.401576,-0.670529,-79.341439,-0.010733,36.399641
0.096847,7.592928,-1579.146,432.783734,3.430423,134.019577,138.39007,72.298234,-73.485061,-0.778867,-79.197783,-0.010413,35.607885
0.097097,9.148924,-1571.110066,426.331647,2.867684,134.024918,141.076199,70.730918,-70.579131,-0.891914,-79.043461,-0.010094,34.830949
0.097347,10.695577,-1562.945693,419.800139,2.309134,134.030177,143.614229,69.165403,-67.690301,-1.009612,-78.878277,-0.009775,34.069579
0.097598,12.222739,-1554.651443,413.195051,1.756142,134.035353,145.987943,67.606702,-64.825144,-1.13188,-78.702066,-0.009459,33.324464
0.097848,13.719183,-1546.226356,406.523265,1.210054,134.040445,148.1818,66.059794,-61.990218,-1.258607,-78.514697,-0.009146,32.596236
0.098098,15.172655,-1537.66996,399.79268,0.672178,134.045452,150.181166,64.529562,-59.192005,-1.389656,-78.316071,-0.008837,31.885465
0.098348,16.569962,-1528.982275,393.012152,0.143771,134.050374,151.972529,63.020742,-56.436839,-1.524866,-78.106121,-0.008533,31.192653
0.098599,17.897102,-1520.163809,386.191405,-0.373977,134.055209,153.543715,61.537861,-53.73084,-1.664049,-77.884817,-0.008233,30.518234
0.098849,19.139429,-1511.215554,379.340919,-0.879953,134.059958,154.88408,60.085191,-51.079846,-1.806995,-77.652161,-0.00794,29.862571
0.099099,20.281858,-1502.138971,372.471782,-1.373137,134.064621,155.984689,58.6667,-48.489352,-1.953475,-77.408188,-0.007654,29.225954
0.099349,21.309107,-1492.935978,365.595518,-1.852606,134.069197,156.838465,57.286014,-45.964454,-2.103235,-77.152966,-0.007375,28.608599
0.0996,22.205968,-1483.608925,358.723893,-2.317547,134.073686,157.440316,55.946382,-43.509794,-2.25601,-76.886594,-0.007104,28.010649
0.09985,22.957602,-1474.160573,351.868697,-2.767261,134.078088,157.787225,54.650654,-41.129518,-2.411515,-76.609203,-0.006841,27.432172
0.1001,23.549854,-1464.594067,345.041521,-3.201165,134.082404,157.878305,53.401261,-38.827238,-2.569455,-76.320948,-0.006588,26.873165
0.10035,23.969571,-1454.912908,338.253522,-3.618797,134.086635,157.714824,52.200207,-36.606006,-2.729524,-76.022014,-0.006343,26.333553
0.100601,24.204904,-1445.120921,331.515198,-4.019813,134.09078,157.300187,51.049069,-34.468294,-2.891407,-75.71261,-0.006108,25.813192
0.100851,24.245613,-1435.222223,324.836166,-4.403987,134.094841,156.639878,49.949004,-32.415984,-3.054784,-75.392967,-0.005883,25.311874
0.101101,24.083318,-1425.221191,318.224969,-4.771204,134.098818,155.741375,48.900762,-30.450372,-3.219333,-75.063337,-0.005668,24.829327
0.101351,23.711726,-1415.122426,311.688904,-5.121456,134.102712,154.614021,47.904708,-28.572175,-3.384731,-74.723988,-0.005463,24.365223
0.101602,23.126801,-1404.930725,305.233883,-5.454836,134.106525,153.268872,46.960844,-26.781551,-3.550653,-74.375208,-0.005267,23.919179
0.101852,22.326881,-1394.651044,298.864336,-5.771525,134.110257,151.718506,46.068842,-25.078124,-3.716783,-74.017296,-0.005082,23.490763
0.102102,21.312725,-1384.288467,292.583157,-6.07179,134.11391,149.976825,45.228074,-23.461021,-3.882805,-73.650563,-0.004906,23.079502
0.102352,20.08751,-1373.848176,286.391683,-6.355967,134.117484,148.058827,44.437647,-21.92891,-4.048412,-73.27533,-0.00474,22.684883
0.102603,18.656755,-1363.335421,280.28973,-6.624458,134.120982,145.980373,43.696442,-20.480044,-4.213307,-72.891926,-0.004584,22.306363
0.102853,17.028199,-1352.755493,274.275651,-6.877714,134.124403,143.757947,43.003141,-19.112313,-4.377202,-72.500685,-0.004437,21.943372
0.103103,15.211619,-1342.113696,268.346446,-7.116233,134.12775,141.408419,42.356272,-17.823289,-4.53982,-72.101945,-0.004299,21.595319
0.103353,13.218614,-1331.415325,262.497888,-7.340544,134.131022,138.948811,41.754233,-16.610284,-4.700896,-71.696046,-0.004169,21.2616
0.103604,11.062349,-1320.665643,256.724674,-7.551201,134.134222,136.396077,41.195329,-15.470394,-4.86018,-71.283328,-0.004048,20.9416
0.103854,8.757288,-1309.869858,251.020603,-7.748776,134.13735,133.7669,40.677799,-14.400555,-5.017434,-70.86413,-0.003934,20.634702
0.104104,6.318903,-1299.033111,245.378747,-7.933852,134.140408,131.077506,40.199841,-13.397586,-5.172437,-70.43879,-0.003828,20.340288
0.104354,3.763394,-1288.160452,239.791634,-8.107011,134.143395,128.343505,39.759632,-12.458236,-5.324981,-70.007641,-0.00373,20.057745
0.104605,1.1074,-1277.256833,234.251428,-8.268836,134.146312,125.579747,39.355355,-11.579221,-5.474874,-69.571011,-0.003638,19.78647
0.104855,-1.632254,-1266.327092,228.750099,-8.419901,134.14916,122.800219,38.98521,-10.757263,-5.62194,-69.129224,-0.003553,19.525871
0.105105,-4.438814,-1255.375941,223.279575,-8.56077,134.15194,120.017949,38.647428,-9.98912,-5.766017,-68.682596,-0.003474,19.275372
0.105355,-7.295809,-1244.407964,217.83189,-8.691989,134.154652,117.244946,38.340286,-9.271615,-5.906961,-68.231437,-0.003401,19.034416
0.105606,-10.187245,-1233.427603,212.399305,-8.814091,134.157296,114.492162,38.062114,-8.601654,-6.044639,-67.776048,-0.003333,18.802462
0.105856,-13.09777,-1222.439159,206.974414,-8.927586,134.159872,111.76947,37.8113,-7.976251,-6.178937,-67.316724,-0.003271,18.578993
0.106106,-16.012804,-1211.446782,201.550229,-9.032965,134.16238,109.085665,37.586297,-7.392536,-6.309752,-66.85375,-0.003213,18.363513
0.106356,-18.918646,-1200.454474,196.120253,-9.130696,134.164821,106.448479,37.385626,-6.84777,-6.436996,-66.387401,-0.00316,18.155549
0.106607,-21.80255,-1189.466087,190.678525,-9.221227,134.167194,103.864615,37.207876,-6.339349,-6.560595,-65.917946,-0.003111,17.954654
0.106857,-24.652775,-1178.485318,185.219661,-9.30498,134.169499,101.339782,37.051707,-5.86481,-6.680486,-65.445643,-0.003065,17.7604
0.107107,-27.458619,-1167.515717,179.738866,-9.38236,134.171736,98.878753,36.915846,-5.421833,-6.796621,-64.970742,-0.003024,17.572386
0.107357,-30.210424,-1156.560681,174.23195,-9.453745,134.173905,96.485416,36.799089,-5.008239,-6.908959,-64.493483,-0.002986,17.390233
0.107608,-32.899569,-1145.623465,168.695318,-9.519494,134.176004,94.162841,36.700296,-4.62199,-7.017474,-64.014097,-0.002952,17.213584
0.107858,-35.518453,-1134.707176,163.12596,-9.579947,134.178035,91.91334,36.618393,-4.261183,-7.122148,-63.532807,-0.00292,17.042106
0.108108,-38.060456,-1123.814781,157.521433,-9.635423,134.179996,89.738538,36.552365,-3.924046,-7.222973,-63.049827,-0.002891,16.875484
0.108358,-40.519902,-1112.949111,151.879831,-9.686221,134.181888,87.639435,36.501253,-3.608934,-7.319949,-62.565362,-0.002865,16.713428
0.108609,-42.892006,-1102.112863,146.19976,-9.732623,134.183708,85.616473,36.464155,-3.314321,-7.413084,-62.079609,-0.002841,16.555663
0.108859,-45.172827,-1091.308606,140.480301,-9.774896,134.185458,83.669597,36.440219,-3.038793,-7.502394,-61.592758,-0.00282,16.401935
0.109109,-47.359205,-1080.538784,134.720976,-9.81329,134.187137,81.798315,36.428641,-2.781046,-7.587902,-61.104989,-0.002801,16.252007
0.109359,-49.448707,-1069.80572,128.921717,-9.848039,134.188744,80.001758,36.428665,-2.539871,-7.669638,-60.616477,-0.002783,16.10566
0.10961,-51.439571,-1059.111622,123.082822,-9.879363,134.190278,78.278728,36.439574,-2.314155,-7.747634,-60.127388,-0.002768,15.962689
0.10986,-53.330642,-1048.458588,117.204927,-9.907471,134.19174,76.627749,36.460692,-2.10287,-7.821932,-59.637881,-0.002755,15.822906
0.11011,-55.121321,-1037.848609,111.288967,-9.932559,134.193128,75.047113,36.49138,-1.905069,-7.892574,-59.148109,-0.002743,15.686134
0.11036,-56.811513,-1027.283571,105.336143,-9.954811,134.194443,73.534922,36.531033,-1.719877,-7.95961,-58.658219,-0.002732,15.552211
0.110611,-58.401567,-1016.765267,99.347894,-9.974399,134.195683,72.089123,36.579079,-1.546488,-8.023089,-58.168351,-0.002723,15.420988
0.110861,-59.892236,-1006.295392,93.325861,-9.991488,134.196849,70.707543,36.634975,-1.38416,-8.083069,-57.678638,-0.002716,15.292325
0.111111,-61.284625,-995.875554,87.271865,-10.006233,134.19794,69.387918,36.698205,-1.232205,-8.139604,-57.18921,-0.002709,15.166095
0.111361,-62.580153,-985.507275,81.187876,-10.018779,134.198955,68.127922,36.76828,-1.089992,-8.192757,-56.70019,-0.002704,15.042179
0.111612,-63.780506,-975.191994,75.075992,-10.029264,134.199895,66.925188,36.844735,-0.956934,-8.242587,-56.211695,-0.0027,14.920468
0.111862,-64.887609,-964.931074,68.938416,-10.037818,134.200759,65.777331,36.927129,-0.83249,-8.289159,-55.723839,-0.002697,14.800862
0.112112,-65.903583,-954.725802,62.777435,-10.044566,134.201546,64.681964,37.015038,-0.716159,-8.332536,-55.23673,-0.002695,14.683268
0.112362,-66.830721,-944.577394,56.595399,-10.049623,134.202257,63.636715,37.108063,-0.607478,-8.372786,-54.750472,-0.002694,14.567601
0.112613,-67.671454,-934.486999,50.394709,-10.053101,134.20289,62.639237,37.20582,-0.506014,-8.409973,-54.265165,-0.002694,14.453781
0.112863,-68.428331,-924.455701,44.1778,-10.055104,134.203447,61.687223,37.307943,-0.411369,-8.444166,-53.780903,-0.002694,14.341737
0.113113,-69.103988,-914.484522,37.947124,-10.055734,134.203927,60.778414,37.414084,-0.32317,-8.475432,-53.297779,-0.002696,14.231402
0.113363,-69.701135,-904.574424,31.705141,-10.055083,134.204329,59.910607,37.523908,-0.241069,-8.503837,-52.81588,-0.002697,14.122714
0.113614,-70.222529,-894.726314,25.454307,-10.053244,134.204653,59.081659,37.637098,-0.164744,-8.52945,-52.335291,-0.0027,14.015617
0.113864,-70.670962,-884.941044,19.197065,-10.0503,134.2049,58.289493,37.753348,-0.093891,-8.552338,-51.856092,-0.002703,13.910058
0.114114,-71.049246,-875.219415,12.935835,-10.046335,134.205069,57.532104,37.872366,-0.028228,-8.572568,-51.378361,-0.002707,13.80599
0.114364,-71.360194,-865.56218,6.673007,-10.041426,134.205161,56.80756,37.993874,0.032512,-8.590206,-50.902173,-0.002712,13.703367
0.114615,-71.606613,-855.970042,0.410932,-10.035646,134.205175,56.114003,38.117604,0.088578,-8.605319,-50.427599,-0.002716,13.60215
0.114865,-71.791293,-846.443661,-5.848078,-10.029066,134.205111,55.449649,38.243301,0.140205,-8.617972,-49.954707,-0.002722,13.502301
0.115115,-71.916994,-836.983654,-12.101761,-10.021753,134.204969,54.812795,38.370719,0.187615,-8.628229,-49.483564,-0.002727,13.403783
0.115365,-71.98644,-827.590595,-18.347907,-10.013772,134.20475,54.201809,38.499625,0.231015,-8.636154,-49.014233,-0.002733,13.306567
0.115616,-72.002313,-818.265019,-24.584362,-10.005182,134.204454,53.615138,38.629796,0.270604,-8.641811,-48.546775,-0.00274,13.21062
0.115866,-71.967245,-809.007424,-30.809029,-9.996043,134.20408,53.051303,38.761015,0.30657,-8.645262,-48.081248,-0.002747,13.115916
0.116116,-71.883813,-799.818269,-37.019874,-9.98641,134.203629,52.508896,38.893079,0.339089,-8.646566,-47.617708,-0.002754,13.022429
0.116366,-71.754535,-790.697982,-43.214927,-9.976335,134.203101,51.986584,39.025792,0.36833,-8.645785,-47.156209,-0.002761,12.930135
0.116617,-71.581866,-781.646952,-49.39228,-9.965868,134.202496,51.483101,39.158966,0.394455,-8.642978,-46.696804,-0.002769,12.839012
0.116867,-71.368194,-772.665539,-55.550094,-9.955058,134.201815,50.99725,39.292422,0.417617,-8.638202,-46.23954,-0.002777,12.749038
0.117117,-71.11584,-763.754072,-61.686595,-9.943951,134.201058,50.527898,39.425991,0.43796,-8.631515,-45.784468,-0.002785,12.660195
0.117367,-70.827053,-754.912849,-67.800079,-9.932589,134.200224,50.073977,39.55951,0.455626,-8.622972,-45.331631,-0.002793,12.572463
0.117618,-70.504013,-746.142137,-73.888905,-9.921014,134.199315,49.634478,39.692823,0.470746,-8.612628,-44.881074,-0.002802,12.485826
0.117868,-70.148824,-737.442178,-79.951505,-9.909265,134.19833,49.208451,39.825784,0.48345,-8.600536,-44.432839,-0.00281,12.400267
0.118118,-69.763519,-728.813187,-85.986375,-9.89738,134.197271,48.795001,39.958252,0.49386,-8.586749,-43.986966,-0.002819,12.315771
0.118368,-69.350056,-720.25535,-91.992078,-9.885394,134.196137,48.393289,40.090093,0.502092,-8.571319,-43.543495,-0.002828,12.232324
0.118619,-68.910319,-711.768832,-97.967244,-9.873341,134.194928,48.002524,40.221181,0.50826,-8.554295,-43.102462,-0.002837,12.149911
0.118869,-68.446122,-703.35377,-103.910568,-9.861253,134.193645,47.621964,40.351397,0.512473,-8.535728,-42.663903,-0.002846,12.068519
0.119119,-67.959204,-695.01028,-109.820809,-9.84916,134.192289,47.250914,40.480627,0.514834,-8.515664,-42.227852,-0.002855,11.988135
0.119369,-67.451232,-686.738455,-115.69679,-9.837091,134.19086,46.888724,40.608763,0.515443,-8.494152,-41.794341,-0.002864,11.908747
0.11962,-66.923805,-678.538364,-121.537394,-9.825073,134.189358,46.534782,40.735705,0.514398,-8.471236,-41.363401,-0.002873,11.830344
0.11987,-66.37845,-670.410057,-127.341568,-9.813131,134.187784,46.188518,40.861357,0.51179,-8.446963,-40.935062,-0.002882,11.752914
0.12012,-65.816629,-662.353564,-133.108316,-9.80129,134.186138,45.8494,40.98563,0.507709,-8.421376,-40.509352,-0.002891,11.676446
0.12037,-65.239734,-654.368891,-138.836699,-9.789572,134.184421,45.516927,41.108439,0.502242,-8.394518,-40.086299,-0.0029,11.60093
0.120621,-64.649096,-646.45603,-144.525837,-9.777999,134.182633,45.190636,41.229705,0.495471,-8.366431,-39.665928,-0.00291,11.526354
0.120871,-64.045979,-638.614951,-150.174905,-9.766591,134.180775,44.870091,41.349356,0.487475,-8.337156,-39.248262,-0.002919,11.452709
0.121121,-63.43159,-630.845606,-155.783127,-9.755366,134.178846,44.554888,41.467321,0.478333,-8.306733,-38.833327,-0.002928,11.379985
0.121371,-62.807072,-623.147931,-161.349785,-9.744343,134.176849,44.244651,41.583538,0.468118,-8.275202,-38.421142,-0.002937,11.308172
0.121622,-62.173512,-615.521844,-166.874206,-9.733538,134.174783,43.939028,41.697948,0.4569,-8.2426,-38.01173,-0.002946,11.237261
0.121872,-61.531943,-607.967245,-172.355768,-9.722966,134.172648,43.637691,41.810495,0.44475,-8.208965,-37.605109,-0.002955,11.167241
0.122122,-60.883341,-600.484022,-177.793895,-9.712642,134.170446,43.340338,41.92113,0.431734,-8.174334,-37.201298,-0.002964,11.098105
0.122372,-60.228632,-593.072043,-183.188058,-9.702578,134.168176,43.046685,42.029806,0.417914,-8.138742,-36.800315,-0.002972,11.029842
0.122623,-59.568689,-585.731164,-188.537771,-9.692788,134.16584,42.75647,42.136483,0.403352,-8.102224,-36.402176,-0.002981,10.962443
0.122873,-58.904341,-578.461224,-193.842588,-9.683281,134.163438,42.469448,42.241122,0.388107,-8.064814,-36.006896,-0.00299,10.8959
0.123123,-58.236367,-571.262051,-199.102107,-9.674069,134.16097,42.185395,42.343688,0.372236,-8.026546,-35.614489,-0.002998,10.830204
0.123373,-57.565503,-564.133456,-204.315963,-9.665161,134.158437,41.904098,42.444152,0.355793,-7.987451,-35.224969,-0.003006,10.765345
0.123624,-56.892442,-557.075239,-209.483829,-9.656565,134.15584,41.625365,42.542487,0.338831,-7.947562,-34.838348,-0.003015,10.701316
0.123874,-56.217835,-550.087185,-214.605414,-9.648289,134.153179,41.349015,42.638668,0.321399,-7.90691,-34.454636,-0.003023,10.638107
0.124124,-55.542295,-543.169069,-219.680463,-9.64034,134.150455,41.07488,42.732676,0.303546,-7.865525,-34.073845,-0.003031,10.57571
0.124374,-54.866397,-536.320652,-224.708752,-9.632725,134.147668,40.802806,42.824494,0.285317,-7.823436,-33.695984,-0.003039,10.514116
0.124625,-54.190682,-529.541684,-229.69009,-9.625448,134.144819,40.53265,42.914107,0.266757,-7.780673,-33.321061,-0.003046,10.453317
0.124875,-53.515654,-522.831903,-234.624317,-9.618515,134.141908,40.26428,43.001504,0.247909,-7.737264,-32.949084,-0.003054,10.393305
0.125125,-52.841786,-516.191037,-239.511302,-9.611929,134.138936,39.997574,43.086676,0.228812,-7.693237,-32.580059,-0.003061,10.33407
0.125375,-52.169519,-509.618803,-244.35094,-9.605694,134.135905,39.732418,43.169617,0.209505,-7.648618,-32.213993,-0.003069,10.275605
0.125626,-51.499267,-503.114907,-249.143155,-9.599813,134.132813,39.46871,43.250324,0.190026,-7.603434,-31.85089,-0.003076,10.217901
0.125876,-50.831414,-496.679047,-253.887895,-9.594287,134.129662,39.206352,43.328796,0.170409,-7.55771,-31.490755,-0.003083,10.16095
0.126126,-50.166317,-490.310909,-258.585134,-9.58912,134.126453,38.945257,43.405033,0.150687,-7.511473,-31.133592,-0.00309,10.104743
0.126376,-49.504309,-484.010171,-263.234866,-9.584311,134.123185,38.685344,43.47904,0.130894,-7.464747,-30.779401,-0.003096,10.049273
0.126627,-48.845698,-477.776503,-267.837111,-9.579862,134.119861,38.426537,43.550821,0.111058,-7.417556,-30.428187,-0.003103,9.994531
0.126877,-48.190769,-471.609564,-272.391907,-9.575773,134.116479,38.168769,43.620384,0.09121,-7.369923,-30.07995,-0.003109,9.94051
0.127127,-47.539788,-465.509006,-276.899313,-9.572043,134.113041,37.911976,43.687737,0.071376,-7.321871,-29.734689,-0.003115,9.887201
0.127377,-46.892998,-459.474474,-281.359407,-9.568671,134.109548,37.656102,43.752893,0.051583,-7.273423,-29.392406,-0.003122,9.834595
0.127628,-46.250623,-453.505604,-285.772285,-9.565658,134.105999,37.401093,43.815863,0.031855,-7.224602,-29.053099,-0.003127,9.782687
0.127878,-45.61287,-447.602025,-290.13806,-9.563,134.102396,37.146902,43.876661,0.012214,-7.175428,-28.716766,-0.003133,9.731466
0.128128,-44.979929,-441.763359,-294.456862,-9.560697,134.098739,36.893486,43.935303,-0.007316,-7.125922,-28.383405,-0.003139,9.680925
0.128378,-44.351971,-435.989221,-298.728834,-9.558745,134.095029,36.640804,43.991806,-0.026716,-7.076105,-28.053013,-0.003144,9.631058
0.128629,-43.729155,-430.27922,-302.954137,-9.557143,134.091266,36.388821,44.046189,-0.045965,-7.025998,-27.725586,-0.003149,9.581855
0.128879,-43.111625,-424.632958,-307.132944,-9.555888,134.087451,36.137505,44.09847,-0.065046,-6.975619,-27.401121,-0.003155,9.533309
0.129129,-42.499509,-419.050031,-311.26544,-9.554977,134.083585,35.886826,44.14867,-0.083941,-6.924989,-27.079612,-0.003159,9.485412
0.129379,-41.892925,-413.530031,-315.351825,-9.554405,134.079667,35.63676,44.196812,-0.102635,-6.874124,-26.761054,-0.003164,9.438157
0.12963,-41.291977,-408.072543,-319.392309,-9.55417,134.075699,35.387282,44.242917,-0.121113,-6.823045,-26.44544,-0.003169,9.391537
0.12988,-40.69676,-402.677147,-323.387112,-9.554268,134.071681,35.138373,44.28701,-0.13936,-6.771769,-26.132766,-0.003173,9.345543
0.13013,-40.107356,-397.343417,-327.336468,-9.554694,134.067614,34.890015,44.329114,-0.157363,-6.720313,-25.823022,-0.003178,9.300168
0.13038,-39.523838,-392.070926,-331.240617,-9.555445,134.063498,34.642192,44.369255,-0.175112,-6.668694,-25.516202,-0.003182,9.255405
0.130631,-38.94627,-386.859239,-335.099809,-9.556515,134.059333,34.394892,44.407459,-0.192594,-6.61693,-25.212298,-0.003186,9.211246
0.130881,-38.374706,-381.707917,-338.914305,-9.557901,134.055122,34.148102,44.443752,-0.209799,-6.565035,-24.9113,-0.00319,9.167685
0.131131,-37.809194,-376.616521,-342.684371,-9.559597,134.050863,33.901813,44.478162,-0.226719,-6.513027,-24.6132,-0.003193,9.124714
0.131381,-37.249772,-371.584602,-346.410283,-9.561598,134.046557,33.656019,44.510716,-0.243344,-6.460921,-24.317989,-0.003197,9.082325
0.131632,-36.696473,-366.611714,-350.092323,-9.5639,134.042206,33.410714,44.541443,-0.259667,-6.408731,-24.025655,-0.0032,9.040512
0.131882,-36.149321,-361.697403,-353.73078,-9.566496,134.037809,33.165892,44.570371,-0.275681,-6.356473,-23.736189,-0.003203,8.999268
0.132132,-35.608334,-356.841214,-357.325948,-9.569383,134.033367,32.921553,44.59753,-0.291379,-6.30416,-23.44958,-0.003206,8.958586
0.132382,-35.073527,-352.042689,-360.878129,-9.572554,134.028881,32.677694,44.622948,-0.306757,-6.251808,-23.165816,-0.003209,8.918458
0.132633,-34.544906,-347.301368,-364.387629,-9.576004,134.024351,32.434315,44.646656,-0.321808,-6.199429,-22.884886,-0.003212,8.878878
0.132883,-34.022474,-342.616787,-367.854759,-9.579727,134.019778,32.191419,44.668684,-0.336529,-6.147037,-22.606778,-0.003215,8.83984
0.133133,-33.506228,-337.988481,-371.279834,-9.583718,134.015162,31.949007,44.689061,-0.350917,-6.094645,-22.331478,-0.003217,8.801335
0.133383,-32.996161,-333.415983,-374.663176,-9.587971,134.010504,31.707084,44.707818,-0.364967,-6.042266,-22.058975,-0.003219,8.763359
0.133634,-32.492262,-328.898824,-378.005108,-9.59248,134.005804,31.465653,44.724985,-0.378678,-5.989912,-21.789254,-0.003222,8.725903
0.133884,-31.994517,-324.436533,-381.305957,-9.597239,134.001062,31.224721,44.740594,-0.392047,-5.937595,-21.522303,-0.003224,8.688962
0.134134,-31.502908,-320.028638,-384.566056,-9.602244,133.99628,30.984294,44.754674,-0.405073,-5.885326,-21.258107,-0.003226,8.652529
0.134384,-31.017412,-315.674666,-387.785738,-9.607487,133.991458,30.744379,44.767257,-0.417754,-5.833118,-20.996653,-0.003228,8.616598
0.134635,-30.538004,-311.374142,-390.965339,-9.612963,133.986596,30.504985,44.778373,-0.43009,-5.780981,-20.737925,-0.003229,8.581162
0.134885,-30.064658,-307.126592,-394.105199,-9.618666,133.981695,30.266121,44.788052,-0.442081,-5.728927,-20.481909,-0.003231,8.546215
0.135135,-29.597343,-302.931539,-397.20566,-9.62459,133.976755,30.027795,44.796327,-0.453727,-5.676964,-20.228591,-0.003232,8.511751
0.135385,-29.136027,-298.788506,-400.267064,-9.63073,133.971777,29.790019,44.803226,-0.465028,-5.625105,-19.977953,-0.003233,8.477764
0.135636,-28.680675,-294.697017,-403.289758,-9.63708,133.966761,29.552803,44.80878,-0.475985,-5.573358,-19.729982,-0.003235,8.444247
0.135886,-28.23125,-290.656595,-406.274087,-9.643633,133.961707,29.316159,44.81302,-0.4866,-5.521733,-19.48466,-0.003236,8.411195
0.136136,-27.787713,-286.666762,-409.220399,-9.650384,133.956617,29.080098,44.815976,-0.496874,-5.47024,-19.241972,-0.003237,8.378601
0.136386,-27.350024,-282.727041,-412.129045,-9.657327,133.951491,28.844633,44.817678,-0.506809,-5.418888,-19.001902,-0.003237,8.34646
0.136637,-26.918142,-278.836955,-415.000373,-9.664456,133.946328,28.609776,44.818156,-0.516407,-5.367685,-18.764433,-0.003238,8.314765
0.136887,-26.492022,-274.996027,-417.834734,-9.671766,133.94113,28.375542,44.817439,-0.525671,-5.316641,-18.529549,-0.003239,8.283512
0.137137,-26.07162,-271.203781,-420.63248,-9.679251,133.935898,28.141942,44.815557,-0.534602,-5.265762,-18.297232,-0.003239,8.252694
0.137387,-25.65689,-267.459741,-423.393962,-9.686905,133.93063,27.908993,44.812539,-0.543205,-5.215059,-18.067465,-0.00324,8.222306
0.137638,-25.247786,-263.763433,-426.119532,-9.694723,133.925329,27.676706,44.808413,-0.551481,-5.164537,-17.840231,-0.00324,8.192341
0.137888,-24.844259,-260.114382,-428.809542,-9.702699,133.919994,27.445098,44.803209,-0.559435,-5.114205,-17.615512,-0.00324,8.162796
0.138138,-24.446261,-256.512116,-431.464343,-9.710827,133.914626,27.214182,44.796954,-0.567069,-5.06407,-17.393292,-0.00324,8.133663
0.138388,-24.053741,-252.956161,-434.084287,-9.719103,133.909225,26.983973,44.789678,-0.574388,-5.014139,-17.173551,-0.00324,8.104938
0.138639,-23.666651,-249.446049,-436.669726,-9.72752,133.903791,26.754488,44.781407,-0.581395,-4.964418,-16.956273,-0.00324,8.076616
0.138889,-23.284938,-245.981308,-439.221009,-9.736074,133.898326,26.525739,44.772168,-0.588095,-4.914915,-16.741439,-0.00324,8.04869
0.139139,-22.908552,-242.561471,-441.738487,-9.74476,133.89283,26.297744,44.76199,-0.59449,-4.865636,-16.529031,-0.00324,8.021156
0.139389,-22.537441,-239.186072,-444.22251,-9.753571,133.887302,26.070518,44.750899,-0.600586,-4.816586,-16.319031,-0.003239,7.994009
0.13964,-22.171552,-235.854645,-446.673425,-9.762503,133.881743,25.844075,44.738921,-0.606387,-4.767772,-16.11142,-0.003239,7.967243
0.13989,-21.810833,-232.566728,-449.091581,-9.771551,133.876155,25.618432,44.726083,-0.611897,-4.7192,-15.90618,-0.003238,7.940854
0.14014,-21.45523,-229.321858,-451.477323,-9.78071,133.870536,25.393603,44.71241,-0.61712,-4.670874,-15.703293,-0.003238,7.914836
0.14039,-21.104692,-226.119576,-453.830998,-9.789975,133.864888,25.169606,44.697927,-0.622062,-4.6228,-15.502739,-0.003237,7.889185
