Time,dS_S,dX_S,dX_BH,dX_BA,dX_P,dS_O,dS_NO,dS_NH,dS_ND,dX_ND,dS_ALK,dS_N2
day,mg COD/l/d,mg COD/l/d,mg COD/l/d,mg COD/l/d,mg COD/l/d,mg O2/l/d,mg N/l/d,mg N/l/d,mg N/l/d,mg N/l/d,eq ALK/l/d,mg N/l/d
0.044545,-33.711177,-2611.449714,1162.714546,23.579841,131.770516,2.911708,59.343772,-254.492606,6.183097,-52.768936,-0.022417,131.807124
0.044795,-33.703789,-2609.228969,1161.153087,23.59601,131.78501,2.929409,59.477616,-254.103026,6.140377,-53.054831,-0.022399,131.744341
0.045045,-33.699209,-2606.971206,1159.568801,23.612103,131.799483,2.947511,59.615081,-253.713319,6.098426,-53.339337,-0.022381,131.677623
0.045295,-33.697336,-2604.676736,1157.96183,23.628122,131.813937,2.966016,59.756134,-253.323464,6.05721,-53.622461,-0.022363,131.607008
0.045546,-33.698074,-2602.345857,1156.332312,23.644066,131.828371,2.984923,59.900741,-252.933437,6.016697,-53.904205,-0.022345,131.532533
0.045796,-33.701331,-2599.978857,1154.680379,23.659937,131.842785,3.004235,60.048869,-252.54322,5.976855,-54.184573,-0.022328,131.454234
0.046046,-33.70702,-2597.576014,1153.00616,23.675736,131.857178,3.023951,60.200487,-252.152791,5.937655,-54.46357,-0.022311,131.372145
0.046296,-33.715056,-2595.137595,1151.309777,23.691462,131.87155,3.044074,60.355563,-251.762132,5.899067,-54.741197,-0.022294,131.2863
0.046547,-33.725358,-2592.663855,1149.59135,23.707116,131.885901,3.064606,60.514067,-251.371224,5.861063,-55.017457,-0.022278,131.196729
0.046797,-33.737849,-2590.155044,1147.850995,23.722699,131.900231,3.085549,60.675971,-250.980049,5.823616,-55.292354,-0.022261,131.103464
0.047047,-33.752453,-2587.6114,1146.088823,23.738211,131.914539,3.106906,60.841245,-250.58859,5.786701,-55.565887,-0.022245,131.006534
0.047297,-33.7691,-2585.033151,1144.30494,23.753652,131.928825,3.12868,61.009862,-250.196831,5.750293,-55.838059,-0.022229,130.905967
0.047548,-33.787721,-2582.420521,1142.49945,23.769021,131.943089,3.150872,61.181794,-249.804754,5.714366,-56.10887,-0.022213,130.80179
0.047798,-33.808248,-2579.773722,1140.672454,23.784319,131.95733,3.173488,61.357016,-249.412345,5.6789,-56.378322,-0.022198,130.69403
0.048048,-33.830618,-2577.092961,1138.824047,23.799546,131.971548,3.196531,61.5355,-249.019588,5.64387,-56.646415,-0.022183,130.582711
0.048298,-33.85477,-2574.378436,1136.954324,23.814701,131.985744,3.220003,61.717223,-248.626468,5.609255,-56.913149,-0.022167,130.467858
0.048549,-33.880643,-2571.63034,1135.063373,23.829784,131.999916,3.243911,61.902159,-248.232972,5.575036,-57.178523,-0.022153,130.349494
0.048799,-33.908179,-2568.848858,1133.151282,23.844794,132.014065,3.268257,62.090284,-247.839085,5.541192,-57.442537,-0.022138,130.22764
0.049049,-33.937324,-2566.034169,1131.218134,23.859732,132.02819,3.293047,62.281574,-247.444793,5.507703,-57.705191,-0.022123,130.102319
0.049299,-33.968023,-2563.186446,1129.264011,23.874595,132.04229,3.318285,62.476007,-247.050085,5.474552,-57.966483,-0.022109,129.97355
0.04955,-34.000224,-2560.305856,1127.288991,23.889384,132.056367,3.343977,62.67356,-246.654945,5.441721,-58.226412,-0.022095,129.841354
0.0498,-34.033877,-2557.39256,1125.293148,23.904098,132.070418,3.370129,62.874211,-246.259363,5.409192,-58.484976,-0.022081,129.705748
0.05005,-34.068932,-2554.446715,1123.276557,23.918736,132.084445,3.396745,63.077937,-245.863326,5.37695,-58.742174,-0.022067,129.566751
0.0503,-34.105342,-2551.468472,1121.239289,23.933296,132.098447,3.423832,63.284718,-245.466821,5.344978,-58.998004,-0.022054,129.42438
0.050551,-34.14306,-2548.457977,1119.18141,23.947778,132.112424,3.451396,63.494533,-245.069836,5.31326,-59.252463,-0.02204,129.27865
0.050801,-34.182041,-2545.415372,1117.102988,23.96218,132.126374,3.479444,63.707361,-244.672361,5.281784,-59.505549,-0.022027,129.129579
0.051051,-34.222242,-2542.340795,1115.004085,23.976501,132.140299,3.507982,63.923181,-244.274384,5.250533,-59.757259,-0.022014,128.97718
0.051301,-34.26362,-2539.234379,1112.884765,23.99074,132.154198,3.537018,64.141974,-243.875892,5.219495,-60.00759,-0.022001,128.821468
0.051552,-34.306134,-2536.096253,1110.745088,24.004896,132.16807,3.566559,64.36372,-243.476875,5.188657,-60.25654,-0.021989,128.662456
0.051802,-34.349741,-2532.926542,1108.58511,24.018966,132.181916,3.596612,64.5884,-243.077322,5.158005,-60.504104,-0.021976,128.500156
0.052052,-34.394404,-2529.725369,1106.404888,24.032949,132.195735,3.627186,64.815994,-242.677222,5.127528,-60.75028,-0.021964,128.334582
0.052302,-34.440083,-2526.492852,1104.204478,24.046843,132.209527,3.658288,65.046483,-242.276563,5.097214,-60.995064,-0.021952,128.165745
0.052553,-34.48674,-2523.229105,1101.983931,24.060646,132.223291,3.689928,65.279849,-241.875335,5.067052,-61.238453,-0.02194,127.993655
0.052803,-34.534339,-2519.934243,1099.7433,24.074357,132.237028,3.722114,65.516074,-241.473527,5.037031,-61.480441,-0.021928,127.818323
0.053053,-34.582841,-2516.608373,1097.482634,24.087973,132.250737,3.754856,65.755138,-241.071127,5.00714,-61.721026,-0.021916,127.639759
0.053303,-34.632213,-2513.251602,1095.201983,24.101492,132.264417,3.788162,65.997024,-240.668125,4.977369,-61.960202,-0.021905,127.45797
0.053554,-34.682418,-2509.864035,1092.901393,24.114911,132.278069,3.822043,66.241713,-240.26451,4.947709,-62.197966,-0.021893,127.272968
0.053804,-34.733423,-2506.445773,1090.580911,24.12823,132.291693,3.856509,66.489187,-239.86027,4.918151,-62.434313,-0.021882,127.084758
0.054054,-34.785192,-2502.996916,1088.240581,24.141443,132.305288,3.891571,66.739429,-239.455395,4.888685,-62.669239,-0.021871,126.893348
0.054304,-34.837694,-2499.51756,1085.880449,24.15455,132.318853,3.927238,66.992421,-239.049873,4.859303,-62.902738,-0.02186,126.698746
0.054555,-34.890894,-2496.007802,1083.500556,24.167548,132.332389,3.963524,67.248145,-238.643692,4.829996,-63.134807,-0.021849,126.500958
0.054805,-34.944761,-2492.467734,1081.100944,24.180433,132.345896,4.000439,67.506582,-238.236842,4.800757,-63.365439,-0.021839,126.299989
0.055055,-34.999262,-2488.897449,1078.681656,24.193203,132.359373,4.037995,67.767716,-237.829311,4.771578,-63.59463,-0.021828,126.095846
0.055305,-35.054365,-2485.297037,1076.242732,24.205854,132.372819,4.076205,68.031529,-237.421085,4.742451,-63.822374,-0.021818,125.888532
0.055556,-35.11004,-2481.666588,1073.78421,24.218384,132.386236,4.115082,68.298002,-237.012154,4.71337,-64.048667,-0.021808,125.678052
0.055806,-35.166254,-2478.006188,1071.306131,24.230788,132.399621,4.154638,68.567119,-236.602506,4.684328,-64.273503,-0.021798,125.46441
0.056056,-35.222978,-2474.315924,1068.808533,24.243064,132.412976,4.194889,68.83886,-236.192126,4.655317,-64.496877,-0.021788,125.247609
0.056306,-35.28018,-2470.595883,1066.291453,24.255208,132.4263,4.235847,69.113209,-235.781003,4.626333,-64.718782,-0.021778,125.027653
0.056557,-35.33783,-2466.846148,1063.75493,24.267216,132.439592,4.277528,69.390147,-235.369124,4.597368,-64.939215,-0.021769,124.804543
0.056807,-35.395898,-2463.066804,1061.199001,24.279085,132.452853,4.319946,69.669656,-234.956474,4.568417,-65.158168,-0.021759,124.578282
0.057057,-35.454354,-2459.257933,1058.623702,24.290809,132.466082,4.363117,69.951718,-234.54304,4.539475,-65.375636,-0.02175,124.348871
0.057307,-35.513168,-2455.41962,1056.02907,24.302386,132.479279,4.407058,70.236313,-234.128809,4.510536,-65.591614,-0.02174,124.116312
0.057558,-35.57231,-2451.551946,1053.415142,24.31381,132.492444,4.451785,70.523425,-233.713764,4.481595,-65.806096,-0.021731,123.880604
0.057808,-35.631751,-2447.654994,1050.781953,24.325078,132.505576,4.497315,70.813032,-233.297893,4.452647,-66.019075,-0.021722,123.641749
0.058058,-35.69146,-2443.728845,1048.12954,24.336184,132.518675,4.543667,71.105118,-232.881178,4.423688,-66.230546,-0.021713,123.399745
0.058308,-35.751408,-2439.773582,1045.457939,24.347124,132.531741,4.590857,71.399662,-232.463604,4.394714,-66.440504,-0.021705,123.154592
0.058559,-35.811565,-2435.789286,1042.767187,24.357894,132.544775,4.638907,71.696644,-232.045155,4.365719,-66.648941,-0.021696,122.90629
0.058809,-35.871901,-2431.776041,1040.05732,24.368486,132.557774,4.687834,71.996046,-231.625814,4.3367,-66.855853,-0.021687,122.654836
0.059059,-35.932388,-2427.733928,1037.328373,24.378898,132.57074,4.737659,72.297846,-231.205564,4.307653,-67.061233,-0.021679,122.400228
0.059309,-35.992994,-2423.663031,1034.580385,24.389122,132.583672,4.788404,72.602025,-230.784387,4.278574,-67.265075,-0.02167,122.142465
0.05956,-36.05369,-2419.563433,1031.813391,24.399154,132.59657,4.84009,72.908561,-230.362265,4.249461,-67.467373,-0.021662,121.881543
0.05981,-36.114445,-2415.435219,1029.027431,24.408987,132.609433,4.892739,73.217434,-229.939177,4.220309,-67.668122,-0.021654,121.617459
0.06006,-36.17523,-2411.278473,1026.22254,24.418616,132.622262,4.946374,73.528621,-229.515106,4.191115,-67.867315,-0.021646,121.350209
0.06031,-36.236013,-2407.093282,1023.398757,24.428033,132.635055,5.001019,73.842101,-229.09003,4.161878,-68.064946,-0.021638,121.079789
0.060561,-36.296765,-2402.879732,1020.556122,24.437234,132.647814,5.0567,74.157852,-228.663928,4.132592,-68.261009,-0.02163,120.806195
0.060811,-36.357454,-2398.637911,1017.694674,24.44621,132.660537,5.113441,74.47585,-228.236778,4.103258,-68.455499,-0.021622,120.529421
0.061061,-36.41805,-2394.367909,1014.814452,24.454956,132.673225,5.171269,74.796073,-227.808559,4.073871,-68.64841,-0.021615,120.249463
0.061311,-36.47852,-2390.069816,1011.915497,24.463463,132.685877,5.230212,75.118495,-227.379246,4.044429,-68.839736,-0.021607,119.966314
0.061562,-36.538832,-2385.743724,1008.997851,24.471725,132.698492,5.290297,75.443094,-226.948816,4.014931,-69.02947,-0.021599,119.679968
0.061812,-36.598956,-2381.389726,1006.061557,24.479735,132.711072,5.351554,75.769844,-226.517243,3.985374,-69.217608,-0.021592,119.390418
0.062062,-36.658858,-2377.007919,1003.106656,24.487483,132.723615,5.414013,76.098719,-226.084502,3.955757,-69.404143,-0.021585,119.097657
0.062312,-36.718506,-2372.598398,1000.133194,24.494962,132.736121,5.477706,76.429693,-225.650566,3.926078,-69.58907,-0.021577,118.801677
0.062563,-36.777866,-2368.161263,997.141214,24.502164,132.74859,5.542665,76.762739,-225.215407,3.896335,-69.772384,-0.02157,118.502471
0.062813,-36.836904,-2363.696614,994.130765,24.50908,132.761022,5.608924,77.09783,-224.778997,3.866527,-69.954079,-0.021563,118.20003
0.063063,-36.895587,-2359.204555,991.101892,24.515701,132.773416,5.676517,77.434938,-224.341305,3.836654,-70.134148,-0.021555,117.894344
0.063313,-36.95388,-2354.685191,988.054644,24.522018,132.785773,5.745481,77.774033,-223.9023,3.806713,-70.312589,-0.021548,117.585404
0.063564,-37.011748,-2350.138629,984.989071,24.528021,132.798091,5.815852,78.115085,-223.461951,3.776704,-70.489394,-0.021541,117.273201
0.063814,-37.069155,-2345.564979,981.905224,24.533701,132.810372,5.887671,78.458065,-223.020225,3.746627,-70.664559,-0.021534,116.957723
0.064064,-37.126065,-2340.964355,978.803155,24.539047,132.822614,5.960975,78.80294,-222.577087,3.71648,-70.838079,-0.021527,116.63896
0.064314,-37.182441,-2336.336872,975.682918,24.544048,132.834818,6.035809,79.149678,-222.1325,3.686263,-71.009949,-0.02152,116.3169
0.064565,-37.238246,-2331.682647,972.544567,24.548695,132.846983,6.112213,79.498246,-221.686429,3.655976,-71.180164,-0.021513,115.991531
0.064815,-37.293441,-2327.001802,969.38816,24.552975,132.859109,6.190234,79.848609,-221.238834,3.625619,-71.34872,-0.021506,115.662842
0.065065,-37.347988,-2322.294461,966.213755,24.556877,132.871195,6.269917,80.200733,-220.789676,3.595192,-71.515612,-0.021499,115.330818
0.065315,-37.401847,-2317.560751,963.021411,24.560389,132.883242,6.351311,80.55458,-220.338914,3.564694,-71.680837,-0.021492,114.995446
0.065566,-37.454977,-2312.800804,959.811192,24.5635,132.895249,6.434466,80.910114,-219.886504,3.534127,-71.844388,-0.021485,114.656713
0.065816,-37.507339,-2308.014753,956.583159,24.566195,132.907217,6.519433,81.267296,-219.432402,3.50349,-72.006264,-0.021479,114.314603
0.066066,-37.558889,-2303.202737,953.337378,24.568461,132.919144,6.606266,81.626085,-218.976561,3.472785,-72.16646,-0.021472,113.969101
0.066316,-37.609586,-2298.364896,950.073916,24.570286,132.931031,6.695021,81.986441,-218.518934,3.442011,-72.324972,-0.021465,113.620191
0.066567,-37.659384,-2293.501377,946.792843,24.571655,132.942877,6.785756,82.348321,-218.059471,3.41117,-72.481797,-0.021458,113.267857
0.066817,-37.708241,-2288.612327,943.49423,24.572553,132.954682,6.878532,82.711682,-217.598121,3.380263,-72.636931,-0.021451,112.912083
0.067067,-37.75611,-2283.697901,940.178149,24.572966,132.966446,6.97341,83.076478,-217.134828,3.349291,-72.790372,-0.021444,112.552849
0.067317,-37.802944,-2278.758256,936.844677,24.572877,132.978169,7.070457,83.442663,-216.669539,3.318255,-72.942118,-0.021437,112.190138
0.067568,-37.848696,-2273.793554,933.49389,24.572272,132.989851,7.16974,83.810189,-216.202194,3.287156,-73.092164,-0.021429,111.823932
0.067818,-37.893318,-2268.803962,930.125869,24.571132,133.001491,7.271328,84.179005,-215.732734,3.255998,-73.240509,-0.021422,111.454209
0.068068,-37.936759,-2263.78965,926.740696,24.569441,133.013089,7.375296,84.549061,-215.261097,3.22478,-73.387151,-0.021415,111.08095
0.068318,-37.978968,-2258.750794,923.338455,24.567181,133.024644,7.48172,84.920302,-214.787217,3.193506,-73.532089,-0.021408,110.704135
0.068569,-38.019893,-2253.687575,919.919233,24.564333,133.036158,7.590678,85.292674,-214.311028,3.162177,-73.67532,-0.0214,110.32374
0.068819,-38.059481,-2248.600179,916.483121,24.560879,133.047629,7.702254,85.666121,-213.832459,3.130795,-73.816843,-0.021393,109.939744
0.069069,-38.097675,-2243.488796,913.030209,24.556799,133.059057,7.816533,86.040582,-213.351438,3.099364,-73.956657,-0.021385,109.552123
0.069319,-38.134421,-2238.353623,909.560593,24.552072,133.070442,7.933604,86.415997,-212.867889,3.067885,-74.094762,-0.021377,109.160854
0.06957,-38.16966,-2233.194861,906.074369,24.546678,133.081784,8.053561,86.792302,-212.381735,3.036362,-74.231157,-0.02137,108.765911
0.06982,-38.203333,-2228.012719,902.571639,24.540594,133.093082,8.1765,87.169433,-211.892893,3.004797,-74.365842,-0.021362,108.367269
0.07007,-38.235379,-2222.807408,899.052506,24.533797,133.104337,8.302524,87.547322,-211.401279,2.973193,-74.498818,-0.021353,107.9649
0.07032,-38.265736,-2217.579148,895.517074,24.526266,133.115549,8.431737,87.925898,-210.906806,2.941554,-74.630085,-0.021345,107.558779
0.070571,-38.294339,-2212.328164,891.965452,24.517974,133.126716,8.564249,88.305088,-210.409381,2.909884,-74.759645,-0.021337,107.148876
0.070821,-38.321122,-2207.054687,888.397753,24.508898,133.137839,8.700175,88.684817,-209.90891,2.878185,-74.887497,-0.021328,106.735162
0.071071,-38.346019,-2201.758954,884.814092,24.49901,133.148917,8.839634,89.065007,-209.405293,2.846462,-75.013645,-0.021319,106.317607
0.071321,-38.368958,-2196.441211,881.214585,24.488285,133.159951,8.982752,89.445577,-208.898429,2.814719,-75.13809,-0.02131,105.89618
0.071572,-38.389868,-2191.101707,877.599353,24.476694,133.17094,9.129658,89.826442,-208.388211,2.78296,-75.260836,-0.021301,105.470848
0.071822,-38.408677,-2185.740699,873.968521,24.464208,133.181884,9.280489,90.207515,-207.874527,2.751189,-75.381884,-0.021292,105.041579
0.072072,-38.425307,-2180.358453,870.322216,24.450798,133.192783,9.435387,90.588705,-207.357262,2.719411,-75.501238,-0.021282,104.608338
0.072322,-38.439681,-2174.955239,866.660569,24.436432,133.203637,9.594499,90.969918,-206.836296,2.687631,-75.618903,-0.021272,104.17109
0.072573,-38.451718,-2169.531337,862.983712,24.421078,133.214445,9.757982,91.351056,-206.311505,2.655853,-75.734882,-0.021262,103.729799
0.072823,-38.461336,-2164.087032,859.291784,24.404703,133.225207,9.925997,91.732018,-205.782757,2.624083,-75.84918,-0.021251,103.284426
0.073073,-38.46845,-2158.622617,855.584924,24.387272,133.235923,10.098713,92.112698,-205.249919,2.592326,-75.961803,-0.02124,102.834934
0.073323,-38.47297,-2153.138393,851.863275,24.36875,133.246593,10.276308,92.492986,-204.712848,2.560588,-76.072756,-0.021229,102.381281
0.073574,-38.474808,-2147.63467,848.126986,24.349098,133.257216,10.458967,92.872767,-204.1714,2.528874,-76.182045,-0.021217,101.923428
0.073824,-38.47387,-2142.111763,844.376206,24.328279,133.267794,10.646884,93.251925,-203.625422,2.49719,-76.289677,-0.021206,101.461331
0.074074,-38.470059,-2136.569997,840.611089,24.306252,133.278324,10.840261,93.630334,-203.074754,2.465543,-76.39566,-0.021193,100.994947
0.074324,-38.463276,-2131.009705,836.831792,24.282976,133.288808,11.039311,94.007866,-202.519232,2.433938,-76.500001,-0.021181,100.52423
0.074575,-38.453418,-2125.431228,833.038476,24.258408,133.299244,11.244256,94.384388,-201.958685,2.402383,-76.602708,-0.021167,100.049135
0.074825,-38.44038,-2119.834913,829.231304,24.232502,133.309633,11.45533,94.759761,-201.392932,2.370884,-76.703791,-0.021154,99.569613
0.075075,-38.424053,-2114.221119,825.410442,24.205212,133.319975,11.672775,95.133839,-200.821789,2.339448,-76.803258,-0.02114,99.085615
0.075325,-38.404323,-2108.590211,821.576063,24.17649,133.330269,11.896848,95.506472,-200.24506,2.308082,-76.901121,-0.021125,98.597091
0.075576,-38.381075,-2102.942563,817.728338,24.146285,133.340516,12.127816,95.877503,-199.662543,2.276793,-76.997389,-0.02111,98.103988
0.075826,-38.354187,-2097.278558,813.867444,24.114546,133.350714,12.36596,96.246766,-199.074028,2.24559,-77.092074,-0.021094,97.606252
0.076076,-38.323537,-2091.598587,809.99356,24.081218,133.360865,12.611575,96.614093,-198.479295,2.214479,-77.185188,-0.021078,97.103829
0.076326,-38.288994,-2085.903048,806.106869,24.046245,133.370967,12.864968,96.979303,-197.878116,2.183469,-77.276742,-0.021061,96.596661
0.076577,-38.250427,-2080.192351,802.207557,24.009569,133.38102,13.126465,97.342213,-197.270253,2.152567,-77.366751,-0.021044,96.08469
0.076827,-38.207698,-2074.466912,798.29581,23.971127,133.391025,13.396404,97.702627,-196.655456,2.121782,-77.455227,-0.021026,95.567856
0.077077,-38.160664,-2068.727155,794.371819,23.930858,133.400982,13.675142,98.060344,-196.033467,2.091122,-77.542186,-0.021007,95.046098
0.077327,-38.10918,-2062.973513,790.435776,23.888696,133.410889,13.963054,98.415152,-195.404017,2.060597,-77.627641,-0.020987,94.519351
0.077578,-38.053092,-2057.206429,786.487875,23.844571,133.420748,14.260532,98.766831,-194.766824,2.030214,-77.711609,-0.020967,93.987552
0.077828,-37.992244,-2051.42635,782.528314,23.798413,133.430557,14.567989,99.115152,-194.121594,1.999982,-77.794105,-0.020945,93.450633
0.078078,-37.926473,-2045.633735,778.557289,23.750148,133.440317,14.885859,99.459873,-193.468022,1.969911,-77.875146,-0.020923,92.908526
0.078328,-37.85561,-2039.829047,774.574999,23.699699,133.450027,15.214595,99.800743,-192.805789,1.940009,-77.954749,-0.0209,92.36116
0.078579,-37.77948,-2034.012759,770.581645,23.646985,133.459688,15.554677,100.1375,-192.134562,1.910286,-78.032933,-0.020877,91.808465
0.078829,-37.697903,-2028.185348,766.577426,23.591923,133.469299,15.906607,100.46987,-191.453994,1.880751,-78.109716,-0.020852,91.250366
0.079079,-37.610692,-2022.347301,762.562542,23.534427,133.478859,16.270912,100.797566,-190.763723,1.851413,-78.185116,-0.020826,90.686789
0.079329,-37.517652,-2016.499108,758.537194,23.474407,133.48837,16.648147,101.120289,-190.063372,1.822281,-78.259154,-0.020799,90.117657
0.07958,-37.418583,-2010.641266,754.50158,23.411767,133.497831,17.038895,101.437723,-189.352548,1.793366,-78.331849,-0.020771,89.54289
0.07983,-37.313275,-2004.774277,750.455896,23.346411,133.507241,17.443768,101.749543,-188.630839,1.764675,-78.403222,-0.020741,88.96241
0.08008,-37.201515,-1998.898645,746.400338,23.278236,133.516601,17.863411,102.055403,-187.897817,1.736218,-78.473293,-0.020711,88.376135
0.08033,-37.083077,-1993.01488,742.335097,23.207137,133.52591,18.2985,102.354946,-187.153035,1.708005,-78.542084,-0.020679,87.783981
0.080581,-36.95773,-1987.123494,738.260361,23.133003,133.535169,18.749747,102.647796,-186.396027,1.680043,-78.609616,-0.020646,87.185865
0.080831,-36.825234,-1981.224998,734.176313,23.05572,133.544376,19.217899,102.933558,-185.626306,1.652343,-78.675912,-0.020611,86.5817
0.081081,-36.68534,-1975.319907,730.083131,22.975167,133.553533,19.703742,103.211823,-184.843366,1.624912,-78.740993,-0.020575,85.971399
0.081331,-36.537788,-1969.408732,725.980984,22.891221,133.562638,20.208102,103.482158,-184.046677,1.597758,-78.804882,-0.020538,85.354875
0.081582,-36.382311,-1963.491984,721.870036,22.803752,133.571693,20.731847,103.744113,-183.235688,1.570889,-78.8676,-0.020499,84.732039
0.081832,-36.218632,-1957.570168,717.750439,22.712625,133.580696,21.275888,103.997215,-182.409823,1.544312,-78.92917,-0.020458,84.102801
0.082082,-36.046461,-1951.643785,713.622336,22.6177,133.589647,21.841183,104.24097,-181.568483,1.518035,-78.989614,-0.020415,83.467071
0.082332,-35.8655,-1945.713327,709.485858,22.518832,133.598547,22.428736,104.47486,-180.711043,1.492062,-79.048954,-0.02037,82.824758
0.082583,-35.67544,-1939.779279,705.341122,22.415868,133.607395,23.039604,104.698344,-179.836851,1.4664,-79.10721,-0.020324,82.175772
0.082833,-35.475958,-1933.842111,701.188227,22.308651,133.616192,23.674893,104.910854,-178.945228,1.441053,-79.164405,-0.020275,81.520022
0.083083,-35.26672,-1927.90228,697.027257,22.197017,133.624936,24.335766,105.111797,-178.035468,1.416025,-79.220556,-0.020225,80.857418
0.083333,-35.047381,-1921.960228,692.858276,22.080796,133.633628,25.023439,105.300553,-177.106834,1.391317,-79.275685,-0.020172,80.187871
0.083584,-34.817582,-1916.016373,688.681324,21.959811,133.642269,25.73919,105.476471,-176.158561,1.366932,-79.329808,-0.020117,79.511293
0.083834,-34.57695,-1910.071112,684.496418,21.833878,133.650857,26.484353,105.638872,-175.189852,1.342869,-79.382943,-0.020059,78.827598
0.084084,-34.325099,-1904.124814,680.303547,21.702807,133.659392,27.260327,105.787046,-174.199879,1.319127,-79.435105,-0.019999,78.136701
0.084334,-34.061627,-1898.177818,676.10267,21.566401,133.667875,28.068572,105.920251,-173.18778,1.295702,-79.486306,-0.019936,77.438522
0.084585,-33.78612,-1892.230428,671.893711,21.424455,133.676306,28.910617,106.037711,-172.152663,1.272589,-79.536559,-0.019871,76.732981
0.084835,-33.498145,-1886.282908,667.676559,21.276758,133.684684,29.788053,106.138618,-171.0936,1.249781,-79.585872,-0.019802,76.020006
0.085085,-33.197254,-1880.335476,663.451061,21.123089,133.693009,30.702539,106.222128,-170.009629,1.227269,-79.634252,-0.019731,75.299526
0.085335,-32.882984,-1874.388304,659.21702,20.963223,133.701281,31.655803,106.28736,-168.899756,1.205041,-79.6817,-0.019656,74.571478
0.085586,-32.554851,-1868.441504,654.97419,20.796926,133.709499,32.64964,106.333397,-167.762949,1.183081,-79.728218,-0.019578,73.835802
0.085836,-32.212357,-1862.495131,650.722272,20.623958,133.717665,33.685912,106.359287,-166.598144,1.161372,-79.773799,-0.019497,73.09245
0.086086,-31.854982,-1856.54917,646.460909,20.444069,133.725777,34.766546,106.364037,-165.404244,1.139892,-79.818437,-0.019412,72.341377
0.086336,-31.482188,-1850.603531,642.189681,20.257007,133.733836,35.893534,106.346618,-164.180115,1.118618,-79.862118,-0.019323,71.582551
0.086587,-31.093416,-1844.658043,637.9081,20.062508,133.741841,37.068929,106.305962,-162.924593,1.09752,-79.904822,-0.019231,70.81595
0.086837,-30.688086,-1838.712447,633.615602,19.860306,133.749792,38.294841,106.240966,-161.636483,1.076566,-79.946525,-0.019134,70.041561
0.087087,-30.265597,-1832.766383,629.311546,19.650128,133.75769,39.573432,106.150485,-160.314559,1.055718,-79.987196,-0.019033,69.259387
0.087337,-29.825326,-1826.81939,624.995204,19.431694,133.765533,40.906909,106.033344,-158.957569,1.034933,-80.026797,-0.018928,68.469443
0.087588,-29.366623,-1820.870889,620.665755,19.204722,133.773322,42.297519,105.888329,-157.564236,1.014165,-80.065282,-0.018818,67.671762
0.087838,-28.888818,-1814.920178,616.32228,18.968925,133.781056,43.747534,105.714196,-156.133261,0.993361,-80.102597,-0.018703,66.866394
0.088088,-28.391214,-1808.966426,611.963755,18.724014,133.788736,45.259243,105.50967,-154.663329,0.97246,-80.138679,-0.018584,66.053406
0.088338,-27.873088,-1803.008656,607.589043,18.469699,133.79636,46.834938,105.273449,-153.153113,0.951398,-80.173456,-0.018459,65.232889
0.088589,-27.33369,-1797.045743,603.196887,18.205688,133.80393,48.476896,105.00421,-151.601279,0.930103,-80.206845,-0.018329,64.404954
0.088839,-26.772243,-1791.076399,598.785906,17.931695,133.811444,50.187359,104.700612,-150.006493,0.908495,-80.238752,-0.018193,63.569738
0.089089,-26.187942,-1785.099169,594.354585,17.647432,133.818902,51.968517,104.361301,-148.36743,0.886488,-80.26907,-0.018052,62.727404
0.089339,-25.579955,-1779.112415,589.901271,17.352621,133.826305,53.822475,103.98492,-146.682781,0.863987,-80.297682,-0.017905,61.878143
0.08959,-24.947418,-1773.114317,585.424167,17.04699,133.833651,55.751232,103.570113,-144.951263,0.840892,-80.324456,-0.017752,61.022176
0.08984,-24.289441,-1767.102853,580.921324,16.730277,133.84094,57.756643,103.115537,-143.171631,0.817091,-80.349248,-0.017592,60.159757
0.09009,-23.605105,-1761.075805,576.390639,16.402235,133.848172,59.840387,102.619872,-141.342691,0.792466,-80.371897,-0.017426,59.291172
0.09034,-22.893464,-1755.030739,571.829851,16.062633,133.855347,62.003924,102.081831,-139.463314,0.766891,-80.392228,-0.017253,58.416745
0.090591,-22.153546,-1748.965012,567.236539,15.711262,133.862464,64.248453,101.500178,-137.532449,0.74023,-80.410053,-0.017074,57.536835
0.090841,-21.384355,-1742.875758,562.608118,15.347934,133.869523,66.574865,100.873733,-135.549142,0.712339,-80.425165,-0.016887,56.651842
0.091091,-20.584878,-1736.759895,557.941845,14.972492,133.876523,68.983689,100.201401,-133.512556,0.683067,-80.437342,-0.016694,55.762205
0.091341,-19.754083,-1730.614118,553.234816,14.584811,133.883463,71.475036,99.482177,-131.421985,0.652254,-80.446345,-0.016493,54.868404
0.091592,-18.890931,-1724.434903,548.483977,14.184804,133.890344,74.048546,98.715173,-129.27688,0.619731,-80.451921,-0.016285,53.970961
0.091842,-17.994384,-1718.218513,543.686131,13.772426,133.897164,76.703318,97.899635,-127.076871,0.585326,-80.453799,-0.01607,53.070443
0.092092,-17.063411,-1711.961003,538.837946,13.347679,133.903924,79.437856,97.034965,-124.821786,0.548858,-80.451692,-0.015847,52.167456
0.092342,-16.097005,-1705.658231,533.935975,12.910619,133.910621,82.249996,96.12074,-122.511678,0.510139,-80.445298,-0.015617,51.262653
0.092593,-15.094198,-1699.30587,528.976676,12.461361,133.917256,85.136848,95.15674,-120.146851,0.46898,-80.434301,-0.015379,50.356726
